CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Modeled_Economic_Value,Retention_Benefit,Retention_Profit,Upsell_Benefit,Upsell_Profit,CrossSell_Benefit,CrossSell_Profit,Engagement_Benefit,Engagement_Profit,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI
710821833,Existing Customer,0.0005148898344486,0.2790437730675205,1314,26,1587,9095.0,0.174,2,ENGAGE,279.0437730675205,0.043103040635594496,-99.9568969593644,13.952188653376025,-61.04781134662397,8.371313192025616,-41.62868680797438,1.3952188653376025,-18.604781134662396,DO NOTHING,0.0,0,0.0
710599683,Existing Customer,0.0043288911692798,0.034349616112162,1539,17,0,11751.0,0.0,6,ENGAGE,34.349616112162,0.044608724956826766,-99.95539127504317,1.7174808056081003,-73.2825191943919,1.03048848336486,-48.96951151663514,0.17174808056081003,-19.82825191943919,DO NOTHING,0.0,0,0.0
816082233,Existing Customer,0.0004625467117875,0.2914982569401553,1311,33,1666,8547.0,0.195,1,ENGAGE,291.4982569401553,0.04044946807183699,-99.95955053192816,14.574912847007765,-60.42508715299223,8.74494770820466,-41.25505229179534,1.4574912847007766,-18.542508715299224,DO NOTHING,0.0,0,0.0
712396908,Existing Customer,0.0012892582453787,0.1434496011300302,1570,29,680,2436.0,0.279,2,ENGAGE,143.4496011300302,0.05548307431595314,-99.94451692568404,7.17248005650151,-67.82751994349849,4.303488033900906,-45.696511966099095,0.7172480056501511,-19.282751994349848,DO NOTHING,0.0,0,0.0
714885258,Existing Customer,0.0004917574697174,0.1824433465210574,1348,27,972,4234.0,0.23,1,ENGAGE,182.4433465210574,0.026915363535590996,-99.9730846364644,9.122167326052871,-65.87783267394713,5.473300395631722,-44.526699604368275,0.9122167326052871,-19.087783267394713,DO NOTHING,0.0,0,0.0
709967358,Existing Customer,0.0013739758869633,0.41412348185449,1671,27,2362,30367.0,0.078,2,ENGAGE,414.12348185448997,0.1706987034880059,-99.829301296512,20.7061740927245,-54.293825907275505,12.423704455634699,-37.5762955443653,2.07061740927245,-17.92938259072755,DO NOTHING,0.0,0,0.0
753327333,Existing Customer,0.0056364005431532,0.2224565223090307,1028,21,1291,13535.0,0.095,4,ENGAGE,222.4565223090307,0.37615621895117773,-99.62384378104882,11.122826115451536,-63.87717388454846,6.673695669270922,-43.32630433072908,1.1122826115451536,-18.887717388454845,DO NOTHING,0.0,0,0.0
806160108,Existing Customer,0.0039328322745859,0.4275731612328919,1336,30,2517,3193.0,0.788,2,ENGAGE,427.5731612328919,0.5044720584730313,-99.49552794152697,21.378658061644597,-53.6213419383554,12.827194836986758,-37.172805163013244,2.1378658061644598,-17.86213419383554,DO NOTHING,0.0,0,0.0
709327383,Existing Customer,0.0008868107106536,0.207136627271485,1207,21,1157,14470.0,0.08,1,ENGAGE,207.136627271485,0.055107293889904645,-99.9448927061101,10.356831363574251,-64.64316863642574,6.214098818144549,-43.78590118185545,1.0356831363574253,-18.964316863642576,DO NOTHING,0.0,0,0.0
806165208,Existing Customer,0.0007229052716866,0.3083537033296539,1178,27,1800,20979.0,0.086,2,ENGAGE,308.3537033296539,0.06687315530432782,-99.93312684469568,15.417685166482697,-59.5823148335173,9.250611099889618,-40.74938890011038,1.5417685166482697,-18.45823148335173,DO NOTHING,0.0,0,0.0
708508758,Attrited Customer,0.9921243786811828,0.0060754423055524,692,16,0,1438.3,0.0,3,DO NOTHING,6.0754423055524,1.808278326782864,-98.19172167321713,0.30377211527762005,-74.69622788472238,0.18226326916657198,-49.81773673083343,0.030377211527762005,-19.96962278847224,DO NOTHING,0.0,0,0.0
784725333,Existing Customer,0.0064621153287589,0.1221187899583378,931,18,680,4470.0,0.152,2,ENGAGE,122.1187899583378,0.23674371135577893,-99.76325628864421,6.10593949791689,-68.89406050208311,3.6635636987501337,-46.33643630124987,0.610593949791689,-19.38940605020831,DO NOTHING,0.0,0,0.0
811604133,Existing Customer,0.0529858618974685,0.2684772190475635,1126,23,1560,2492.0,0.626,3,ENGAGE,268.4772190475635,4.267649055321179,-95.73235094467881,13.423860952378176,-61.57613904762182,8.054316571426906,-41.94568342857309,1.3423860952378177,-18.657613904762183,DO NOTHING,0.0,0,0.0
789124683,Existing Customer,0.0435220673680305,0.0200289306776454,1110,21,0,12217.0,0.0,2,ENGAGE,20.0289306776454,0.2615101410786287,-99.73848985892137,1.00144653388227,-73.99855346611773,0.600867920329362,-49.399132079670636,0.100144653388227,-19.899855346611773,DO NOTHING,0.0,0,0.0
771071958,Existing Customer,0.0074860700406134,0.2832958116918009,1051,22,1669,7768.0,0.215,1,ENGAGE,283.2958116918009,0.6362316865611738,-99.36376831343883,14.164790584590046,-60.835209415409956,8.498874350754027,-41.50112564924597,1.4164790584590046,-18.583520941540996,DO NOTHING,0.0,0,0.0
720466383,Existing Customer,0.0007214967627078,0.2412883103696466,1197,23,1374,14784.0,0.093,1,ENGAGE,241.2883103696466,0.052226620443280476,-99.94777337955672,12.064415518482331,-62.935584481517665,7.238649311089398,-42.7613506889106,1.2064415518482332,-18.793558448151767,DO NOTHING,0.0,0,0.0
804424383,Existing Customer,0.0099608041346073,0.2070424241893745,1904,40,1010,10215.0,0.099,3,ENGAGE,207.0424241893745,0.6186927104713918,-99.3813072895286,10.352121209468725,-64.64787879053128,6.211272725681234,-43.78872727431877,1.0352121209468725,-18.964787879053127,DO NOTHING,0.0,0,0.0
718813833,Existing Customer,0.0503203570842742,0.0180928007121397,1052,18,0,10100.0,0.0,2,ENGAGE,18.0928007121397,0.2731308577468441,-99.72686914225315,0.904640035606985,-74.09535996439301,0.5427840213641909,-49.45721597863581,0.0904640035606985,-19.909535996439303,DO NOTHING,0.0,0,0.0
806624208,Existing Customer,0.0033645124640315,0.2343072824168084,1045,38,1362,4785.0,0.285,0,ENGAGE,234.3072824168084,0.23649893163141017,-99.76350106836858,11.71536412084042,-63.28463587915958,7.029218472504252,-42.970781527495745,1.171536412084042,-18.82846358791596,DO NOTHING,0.0,0,0.0
778348233,Existing Customer,0.0239189974963665,0.305428399004274,1038,25,1811,2753.0,0.658,2,ENGAGE,305.428399004274,2.1916623333307377,-97.80833766666926,15.271419950213701,-59.7285800497863,9.162851970128221,-40.83714802987178,1.5271419950213703,-18.47285800497863,DO NOTHING,0.0,0,0.0
712991808,Existing Customer,0.0018130866810679,0.304826063374373,1596,26,1690,2451.0,0.69,5,ENGAGE,304.826063374373,0.16580282266393057,-99.83419717733607,15.241303168718652,-59.75869683128135,9.14478190123119,-40.85521809876881,1.5241303168718652,-18.475869683128135,DO NOTHING,0.0,0,0.0
709029408,Existing Customer,0.0004154102061875,0.4360186936686325,1589,24,2517,8923.0,0.282,1,ENGAGE,436.0186936686325,0.05433798463154731,-99.94566201536846,21.800934683431628,-53.19906531656837,13.080560810058977,-36.91943918994102,2.1800934683431628,-17.819906531656837,DO NOTHING,0.0,0,0.0
788658483,Existing Customer,0.0002202948526246,0.2668666067292981,1411,28,1490,2650.0,0.562,2,ENGAGE,266.8666067292981,0.01763680193995734,-99.98236319806004,13.343330336464906,-61.6566696635351,8.005998201878944,-41.994001798121054,1.3343330336464907,-18.66566696635351,DO NOTHING,0.0,0,0.0
787937058,Existing Customer,0.0012261541560292,0.2955982063704873,1291,24,1696,12555.0,0.135,2,ENGAGE,295.5982063704873,0.10873469077678503,-99.89126530922321,14.779910318524365,-60.220089681475635,8.867946191114617,-41.13205380888538,1.4779910318524365,-18.522008968147563,DO NOTHING,0.0,0,0.0
715318008,Existing Customer,0.0110403355211019,0.3341148842593851,1407,43,1914,3520.0,0.544,2,ENGAGE,334.1148842593851,1.1066221274453218,-98.89337787255468,16.705744212969257,-58.29425578703074,10.023446527781553,-39.97655347221845,1.6705744212969258,-18.329425578703074,DO NOTHING,0.0,0,0.0
713962233,Existing Customer,0.000854094105307,0.4108292430875853,1877,37,2298,3035.0,0.757,2,ENGAGE,410.82924308758527,0.10526605044265294,-99.89473394955735,20.541462154379264,-54.45853784562074,12.324877292627558,-37.67512270737244,2.0541462154379264,-17.945853784562075,DO NOTHING,0.0,0,0.0
785432733,Existing Customer,0.9219659566879272,0.0152219873150105,966,22,0,15433.0,0.0,3,DO NOTHING,15.2219873150105,4.210246229272545,-95.78975377072746,0.7610993657505251,-74.23890063424948,0.456659619450315,-49.54334038054969,0.07610993657505251,-19.92389006342495,DO NOTHING,0.0,0,0.0
715190283,Existing Customer,0.0147925773635506,0.1726485424870312,1464,28,886,3672.0,0.241,3,ENGAGE,172.64854248703122,0.7661750764330987,-99.2338249235669,8.632427124351562,-66.36757287564843,5.179456274610937,-44.820543725389065,0.8632427124351563,-19.136757287564844,DO NOTHING,0.0,0,0.0
708300483,Attrited Customer,0.9733298420906068,0.1026222267196615,704,16,605,7882.0,0.077,4,DO NOTHING,102.6222267196615,29.96558271841037,-70.03441728158963,5.131111335983075,-69.86888866401692,3.0786668015898453,-46.92133319841015,0.5131111335983075,-19.486888866401692,DO NOTHING,0.0,0,0.0
827111283,Existing Customer,0.9660308361053468,0.1118509325194441,1109,28,578,32426.0,0.018,2,DO NOTHING,111.8509325194441,32.41543495827639,-67.58456504172361,5.592546625972205,-69.4074533740278,3.355527975583323,-46.64447202441668,0.5592546625972206,-19.44074533740278,DO NOTHING,0.0,0,0.0
758551608,Existing Customer,0.0013731479411944,0.3781986022365153,1347,28,2204,6205.0,0.355,1,ENGAGE,378.1986022365153,0.15579678960710122,-99.8442032103929,18.909930111825766,-56.090069888174234,11.34595806709546,-38.65404193290454,1.8909930111825766,-18.109006988817423,DO NOTHING,0.0,0,0.0
773146383,Existing Customer,0.0059268763288855,0.4415934127072438,1756,33,2517,17304.0,0.145,2,ENGAGE,441.5934127072438,0.7851808634298985,-99.2148191365701,22.07967063536219,-52.92032936463781,13.247802381217312,-36.75219761878269,2.2079670635362194,-17.79203293646378,DO NOTHING,0.0,0,0.0
778493808,Existing Customer,0.0027355432976037,0.0415934127072437,1756,32,0,3906.0,0.0,2,ENGAGE,41.5934127072437,0.03413417440672952,-99.96586582559327,2.079670635362185,-72.92032936463781,1.2478023812173111,-48.75219761878269,0.20796706353621852,-19.79203293646378,DO NOTHING,0.0,0,0.0
720572508,Existing Customer,0.5692986845970154,0.3443382462258755,1042,23,2055,9830.0,0.209,3,ENGAGE,344.3382462258755,58.809393189850226,-41.190606810149774,17.216912311293775,-57.783087688706225,10.330147386776265,-39.66985261322374,1.7216912311293777,-18.278308768870623,DO NOTHING,0.0,0,0.0
712661433,Existing Customer,0.0070101483725011,0.0311783687548681,1444,28,0,34516.0,0.0,2,ENGAGE,31.1783687548681,0.06556949729525333,-99.93443050270474,1.558918437743405,-73.4410815622566,0.9353510626460431,-49.06464893735396,0.1558918437743405,-19.84410815622566,DO NOTHING,0.0,0,0.0
789172683,Existing Customer,0.0003661184164229,0.2683473576961628,1741,27,1430,2283.0,0.626,2,ENGAGE,268.3473576961628,0.029474072895296587,-99.9705259271047,13.417367884808142,-61.582632115191856,8.050420730884886,-41.94957926911511,1.3417367884808142,-18.658263211519184,DO NOTHING,0.0,0,0.0
738406533,Existing Customer,0.0003448178758844,0.3613753791454119,1719,27,2020,2548.0,0.793,2,ENGAGE,361.3753791454119,0.037382607190152184,-99.96261739280985,18.068768957270596,-56.93123104272941,10.841261374362357,-39.15873862563764,1.8068768957270596,-18.193123104272942,DO NOTHING,0.0,0,0.0
799723908,Existing Customer,0.006827397737652,0.2516500216465058,1217,27,1435,19458.0,0.074,3,ENGAGE,251.6500216465058,0.5154344365408291,-99.48456556345917,12.58250108232529,-62.417498917674706,7.549500649395174,-42.45049935060483,1.258250108232529,-18.74174989176747,DO NOTHING,0.0,0,0.0
771490833,Existing Customer,0.0029773288406431,0.2160244177359616,1140,40,1227,4745.0,0.259,1,ENGAGE,216.0244177359616,0.19295271876252337,-99.80704728123747,10.801220886798081,-64.19877911320192,6.480732532078848,-43.51926746792115,1.0801220886798082,-18.919877911320192,DO NOTHING,0.0,0,0.0
720756708,Existing Customer,0.000891305913683,0.2918320326641417,1878,30,1549,2622.0,0.591,3,ENGAGE,291.8320326641417,0.07803348495470398,-99.9219665150453,14.591601633207086,-60.408398366792916,8.75496097992425,-41.24503902007575,1.4591601633207087,-18.54083983667929,DO NOTHING,0.0,0,0.0
779471883,Attrited Customer,0.9735473990440368,0.1349162360022173,705,19,808,1438.3,0.562,3,DO NOTHING,134.91623600221732,39.404205194631025,-60.595794805368975,6.745811800110866,-68.25418819988913,4.04748708006652,-45.95251291993348,0.6745811800110867,-19.325418819988915,DO NOTHING,0.0,0,0.0
711525033,Existing Customer,0.0016590055311098,0.3942211676522646,1946,38,2179,3171.0,0.687,4,ENGAGE,394.2211676522646,0.19620452928470122,-99.8037954707153,19.71105838261323,-55.28894161738677,11.826635029567939,-38.17336497043206,1.9711058382613231,-18.028894161738677,DO NOTHING,0.0,0,0.0
712813458,Existing Customer,0.0271741338074207,0.4301769222209859,1414,35,2517,19763.0,0.127,2,ENGAGE,430.1769222209859,3.506905573589243,-96.49309442641076,21.508846111049294,-53.491153888950706,12.905307666629577,-37.094692333370425,2.1508846111049293,-17.849115388895072,DO NOTHING,0.0,0,0.0
714374133,Attrited Customer,0.997381031513214,0.0030711027039056,602,15,0,15769.0,0.0,3,DO NOTHING,3.0711027039056003,0.9189178748113165,-99.08108212518869,0.15355513519528002,-74.84644486480472,0.092133081117168,-49.90786691888283,0.015355513519528003,-19.984644486480473,DO NOTHING,0.0,0,0.0
717891558,Existing Customer,0.0391880869865417,0.3677153672596169,1052,32,2200,3298.0,0.667,4,ENGAGE,367.7153672596169,4.323018539537398,-95.6769814604626,18.385768362980848,-56.61423163701915,11.031461017788509,-38.96853898221149,1.8385768362980848,-18.161423163701915,DO NOTHING,0.0,0,0.0
716632758,Existing Customer,0.176898255944252,0.4017309379782627,1295,40,2363,2802.0,0.843,2,ENGAGE,401.7309379782627,21.319650686160944,-78.68034931383906,20.086546898913138,-54.91345310108686,12.051928139347881,-37.94807186065212,2.008654689891314,-17.991345310108684,DO NOTHING,0.0,0,0.0
768563658,Existing Customer,0.0004291622317396,0.3292791127819423,1424,29,1880,4458.0,0.422,2,ENGAGE,329.2791127819423,0.04239424767202014,-99.95760575232798,16.463955639097115,-58.536044360902885,9.878373383458268,-40.12162661654173,1.6463955639097116,-18.35360443609029,DO NOTHING,0.0,0,0.0
711427458,Existing Customer,0.0002596372796688,0.183764059674065,1359,25,978,6273.0,0.156,1,ENGAGE,183.764059674065,0.014313600166400781,-99.9856863998336,9.18820298370325,-65.81179701629675,5.5129217902219505,-44.48707820977805,0.9188202983703251,-19.081179701629676,DO NOTHING,0.0,0,0.0
714091983,Existing Customer,0.0041241855360567,0.3005506784421183,1168,27,1753,3336.0,0.525,4,ENGAGE,300.5506784421183,0.37185802826490366,-99.62814197173509,15.027533922105915,-59.97246607789408,9.01652035326355,-40.98347964673645,1.5027533922105916,-18.497246607789407,DO NOTHING,0.0,0,0.0
787584108,Existing Customer,0.0110015794634819,0.3399763769491968,1097,33,2016,3436.0,0.587,2,ENGAGE,339.9763769491968,1.1220831380139793,-98.87791686198602,16.99881884745984,-58.001181152540155,10.199291308475903,-39.80070869152409,1.6998818847459842,-18.300118115254016,DO NOTHING,0.0,0,0.0
712030833,Attrited Customer,0.9974130988121032,0.006042060754423,691,15,0,34516.0,0.0,4,DO NOTHING,6.042060754423,1.8079291620840112,-98.19207083791599,0.30210303772115,-74.69789696227885,0.18126182263269,-49.81873817736731,0.030210303772115,-19.969789696227885,DO NOTHING,0.0,0,0.0
711481533,Existing Customer,0.0018890333594754,0.2257136350970737,1316,28,1251,5926.0,0.211,3,ENGAGE,225.7136350970737,0.1279141759160489,-99.87208582408395,11.285681754853686,-63.714318245146316,6.771409052912211,-43.22859094708779,1.1285681754853687,-18.87143182451463,DO NOTHING,0.0,0,0.0
710082708,Existing Customer,0.2044465690851211,0.3596187385663988,1276,26,2102,23957.0,0.088,4,ENGAGE,359.6187385663988,22.056845183585807,-77.9431548164142,17.98093692831994,-57.01906307168006,10.788562156991965,-39.211437843008035,1.7980936928319942,-18.201906307168006,DO NOTHING,0.0,0,0.0
708155733,Existing Customer,0.0014569784980267,0.2856784436655269,1289,23,1634,14734.0,0.111,2,ENGAGE,285.6784436655269,0.12486820493112138,-99.87513179506888,14.283922183276346,-60.716077816723654,8.570353309965808,-41.42964669003419,1.4283922183276347,-18.571607781672366,DO NOTHING,0.0,0,0.0
788979258,Existing Customer,0.0060837501659989,0.2669005674067946,1293,32,1515,34516.0,0.044,1,ENGAGE,266.90056740679455,0.48712691137988606,-99.51287308862011,13.345028370339728,-61.654971629660274,8.007017022203836,-41.99298297779616,1.3345028370339729,-18.665497162966027,DO NOTHING,0.0,0,0.0
807986133,Existing Customer,0.0039369179867208,0.3168971037006219,1353,35,1817,6584.0,0.276,3,ENGAGE,316.8971037006219,0.37427937224961155,-99.62572062775038,15.844855185031097,-59.15514481496891,9.506913111018658,-40.49308688898134,1.5844855185031097,-18.415514481496892,DO NOTHING,0.0,0,0.0
788730933,Existing Customer,0.0721085518598556,0.2540569282987182,1132,28,1468,2084.0,0.704,3,ENGAGE,254.05692829871816,5.495903156875119,-94.50409684312488,12.702846414935909,-62.297153585064095,7.621707848961545,-42.37829215103845,1.2702846414935909,-18.72971535850641,DO NOTHING,0.0,0,0.0
711314058,Existing Customer,0.0031575765460729,0.2146463180228678,1670,17,1107,1687.0,0.656,2,ENGAGE,214.6463180228678,0.20332865384697366,-99.79667134615303,10.73231590114339,-64.2676840988566,6.439389540686034,-43.56061045931396,1.0732315901143392,-18.92676840988566,DO NOTHING,0.0,0,0.0
717975333,Existing Customer,0.2428543269634246,0.2222785006321097,837,15,1330,25300.0,0.053,2,ENGAGE,222.27850063210968,16.194388700835045,-83.80561129916495,11.113925031605485,-63.88607496839452,6.66835501896329,-43.33164498103671,1.1113925031605485,-18.88860749683945,DO NOTHING,0.0,0,0.0
715971108,Existing Customer,0.0010149769950658,0.3148916244578593,1550,41,1763,34516.0,0.051,2,ENGAGE,314.8916244578593,0.09588232642908792,-99.90411767357091,15.744581222892965,-59.25541877710704,9.44674873373578,-40.55325126626422,1.5744581222892966,-18.425541877710703,DO NOTHING,0.0,0,0.0
720096558,Existing Customer,0.0203204378485679,0.1987056039406056,1540,36,1034,2216.0,0.467,3,ENGAGE,198.7056039406056,1.2113354625111674,-98.78866453748883,9.93528019703028,-65.06471980296972,5.961168118218168,-44.03883188178183,0.9935280197030281,-19.006471980296972,DO NOTHING,0.0,0,0.0
719580033,Existing Customer,0.0064851692877709,0.3475089144568022,1256,21,2030,2910.0,0.698,2,ENGAGE,347.5089144568022,0.6760962417785575,-99.32390375822145,17.37544572284011,-57.62455427715989,10.425267433704066,-39.574732566295935,1.737544572284011,-18.262455427715988,DO NOTHING,0.0,0,0.0
820582308,Existing Customer,0.0144656663760542,0.2723380556004636,1394,35,1528,22913.0,0.067,2,ENGAGE,272.3380556004636,1.1818654361458816,-98.81813456385412,13.61690278002318,-61.38309721997682,8.170141668013908,-41.82985833198609,1.3616902780023181,-18.638309721997683,DO NOTHING,0.0,0,0.0
789973308,Existing Customer,0.0012285707052797,0.3347722501565962,1341,24,1932,24312.0,0.079,3,ENGAGE,334.77225015659616,0.12338741384488845,-99.8766125861551,16.73861250782981,-58.261387492170186,10.043167504697884,-39.956832495302116,1.673861250782981,-18.32613874921702,DO NOTHING,0.0,0,0.0
712876233,Existing Customer,0.0078167133033275,0.2667670412022769,1289,33,1515,5272.0,0.287,3,ENGAGE,266.7670412022769,0.625572443956546,-99.37442755604346,13.338352060113847,-61.66164793988615,8.003011236068309,-41.99698876393169,1.3338352060113847,-18.666164793988614,DO NOTHING,0.0,0,0.0
804595158,Existing Customer,0.0323818884789943,0.4200956937799043,1112,23,2517,7000.0,0.36,4,ENGAGE,420.0956937799043,4.08104757194598,-95.91895242805401,21.004784688995215,-53.995215311004785,12.60287081339713,-37.39712918660287,2.1004784688995217,-17.89952153110048,DO NOTHING,0.0,0,0.0
714826758,Existing Customer,0.0124550946056842,0.3472686035393286,2339,57,1801,7038.0,0.256,4,ENGAGE,347.2686035393286,1.297578993199853,-98.70242100680015,17.36343017696643,-57.63656982303357,10.418058106179858,-39.581941893820144,1.736343017696643,-18.263656982303356,DO NOTHING,0.0,0,0.0
779058108,Existing Customer,0.0033195046707987,0.321689498171088,1468,23,1823,2536.0,0.719,1,ENGAGE,321.689498171088,0.32035493751774496,-99.67964506248225,16.0844749085544,-58.9155250914456,9.65068494513264,-40.34931505486736,1.6084474908554403,-18.39155250914456,DO NOTHING,0.0,0,0.0
710790258,Existing Customer,0.0072973738424479,0.3292942408004782,1334,35,1899,28904.0,0.066,3,ENGAGE,329.2942408004782,0.7208949537858448,-99.27910504621416,16.464712040023908,-58.53528795997609,9.878827224014346,-40.121172775985656,1.646471204002391,-18.353528795997608,DO NOTHING,0.0,0,0.0
715623483,Existing Customer,0.0001049452039296,0.3009806245095385,1457,41,1695,8567.0,0.198,4,ENGAGE,300.9806245095385,0.009475941905403564,-99.99052405809459,15.049031225476924,-59.950968774523076,9.029418735286155,-40.97058126471384,1.5049031225476925,-18.49509687745231,DO NOTHING,0.0,0,0.0
715156383,Existing Customer,0.0042838817462325,0.2801093965286635,1603,29,1533,34516.0,0.044,2,ENGAGE,280.1093965286635,0.3599866592212028,-99.6400133407788,14.005469826433178,-60.99453017356682,8.403281895859905,-41.596718104140095,1.400546982643318,-18.599453017356684,DO NOTHING,0.0,0,0.0
711013983,Attrited Customer,0.9948521256446838,0.0035050628685879,615,12,0,2158.0,0.0,4,DO NOTHING,3.5050628685879,1.0461057735998776,-98.95389422640012,0.17525314342939502,-74.8247468565706,0.10515188605763699,-49.894848113942366,0.017525314342939503,-19.98247468565706,DO NOTHING,0.0,0,0.0
755420433,Existing Customer,0.391780138015747,0.2438156222564717,1068,20,1417,10133.0,0.14,3,ENGAGE,243.8156222564717,28.656635441410717,-71.34336455858929,12.190781112823586,-62.809218887176414,7.31446866769415,-42.68553133230585,1.2190781112823588,-18.780921888717643,DO NOTHING,0.0,0,0.0
794543958,Existing Customer,0.0006420093122869,0.2297747609567503,1590,27,1219,34516.0,0.035,4,ENGAGE,229.7747609567503,0.044255260878819036,-99.95574473912119,11.488738047837515,-63.511261952162485,6.893242828702509,-43.10675717129749,1.1488738047837515,-18.85112619521625,DO NOTHING,0.0,0,0.0
716396358,Existing Customer,0.001134239253588,0.3376185192057092,1531,35,1910,3085.0,0.619,3,ENGAGE,337.61851920570916,0.11488205316641081,-99.88511794683359,16.88092596028546,-58.11907403971454,10.128555576171275,-39.87144442382873,1.688092596028546,-18.311907403971453,DO NOTHING,0.0,0,0.0
715398033,Existing Customer,0.0029800932388752,0.3501720292663057,1212,31,2056,19040.0,0.108,2,ENGAGE,350.1720292663057,0.31306358905791787,-99.68693641094208,17.508601463315284,-57.49139853668471,10.505160877989171,-39.49483912201083,1.7508601463315285,-18.24913985366847,DO NOTHING,0.0,0,0.0
711743883,Existing Customer,0.2618471682071686,0.0242683876710804,1237,32,0,4026.0,0.0,2,ENGAGE,24.268387671080397,1.9063825765878493,-98.09361742341216,1.21341938355402,-73.78658061644597,0.7280516301324119,-49.27194836986759,0.121341938355402,-19.878658061644597,DO NOTHING,0.0,0,0.0
719720058,Existing Customer,0.0006026013288646,0.1631590353063284,1413,14,837,12756.0,0.066,3,ENGAGE,163.15903530632838,0.029495955447557898,-99.97050404455244,8.157951765316419,-66.84204823468357,4.894771059189852,-45.10522894081015,0.8157951765316419,-19.18420482346836,DO NOTHING,0.0,0,0.0
