CLIENTNUM,Attrition_Flag,Churn_Probability,Customer_Value,Total_Trans_Amt,Total_Trans_Ct,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Months_Inactive_12_mon,Recommended_Action,Modeled_Economic_Value,Retention_Benefit,Retention_Profit,Upsell_Benefit,Upsell_Profit,CrossSell_Benefit,CrossSell_Profit,Engagement_Benefit,Engagement_Profit,Optimal_Action,Expected_Incremental_Profit,Intervention_Cost,Expected_ROI,Optimization_Action
716881683,Attrited Customer,0.97709321975708,0.5688105040614221,5567,51,2517,3435.0,0.733,3,ENGAGE,568.8105040614221,166.73426605350676,66.73426605350676,28.440525203071104,-46.559474796928896,17.064315121842665,-32.93568487815733,2.8440525203071108,-17.15594747969289,RETENTION,66.73426605350676,100,0.6673426605350676,RETENTION
709608708,Attrited Customer,0.7954003810882568,0.6984644486480471,9451,79,2517,6500.0,0.387,1,RETENTION,698.4644486480471,166.66766658937675,66.66766658937675,34.923222432402355,-40.076777567597645,20.953933459441416,-29.046066540558584,3.492322243240236,-16.507677756759765,RETENTION,66.66766658937675,100,0.6666766658937675,RETENTION
713399583,Attrited Customer,0.9141358733177184,0.6045123581366967,8636,74,2097,29865.0,0.07,3,RETENTION,604.5123581366967,165.78192973099274,65.78192973099274,30.225617906834835,-44.774382093165165,18.1353707441009,-31.8646292558991,3.022561790683484,-16.977438209316517,RETENTION,65.78192973099274,100,0.6578192973099274,RETENTION
716721483,Attrited Customer,0.9263777136802672,0.5938017033300076,8696,72,2017,14458.0,0.14,2,ENGAGE,593.8017033300076,165.02539929309023,65.02539929309023,29.69008516650038,-45.30991483349962,17.81405109990023,-32.185948900099774,2.9690085166500384,-17.03099148334996,RETENTION,65.02539929309023,100,0.6502539929309024,RETENTION
715327683,Attrited Customer,0.9850391149520874,0.5497496383665295,4996,55,2517,4477.0,0.562,3,ENGAGE,549.7496383665294,162.45746916653889,62.457469166538885,27.487481918326477,-47.51251808167353,16.492489150995883,-33.50751084900412,2.7487481918326475,-17.251251808167353,RETENTION,62.457469166538885,100,0.6245746916653888,RETENTION
716199408,Attrited Customer,0.9732730984687804,0.546778680316012,4907,53,2517,3608.0,0.698,3,ENGAGE,546.7786803160119,159.6494941103507,59.6494941103507,27.3389340158006,-47.6610659841994,16.403360409480356,-33.59663959051964,2.73389340158006,-17.266106598419938,RETENTION,59.6494941103507,100,0.596494941103507,RETENTION
710638233,Attrited Customer,0.831520140171051,0.6229290186915909,8764,69,2186,4277.0,0.511,2,RETENTION,622.9290186915908,155.39340748171406,55.393407481714064,31.146450934579544,-43.85354906542045,18.68787056074773,-31.312129439252278,3.1146450934579546,-16.885354906542045,RETENTION,55.393407481714064,100,0.5539340748171406,RETENTION
714615258,Attrited Customer,0.8135873675346375,0.6335591705124415,9330,64,2134,4819.0,0.443,3,RETENTION,633.5591705124415,154.63672131439372,54.636721314393725,31.677958525622078,-43.322041474377926,19.006775115373244,-30.99322488462676,3.1677958525622074,-16.832204147437793,RETENTION,54.636721314393725,100,0.5463672131439372,RETENTION
771097683,Attrited Customer,0.9166582226753236,0.5477133637476355,4935,58,2517,10896.0,0.231,2,ENGAGE,547.7133637476354,150.61978756452913,50.61978756452913,27.38566818738177,-47.61433181261823,16.431400912429062,-33.56859908757094,2.7385668187381773,-17.261433181261822,RETENTION,50.61978756452913,100,0.5061978756452913,RETENTION
718333983,Attrited Customer,0.7578374147415161,0.6373866653015199,9040,63,2219,13694.0,0.162,2,RETENTION,637.3866653015199,144.91063878684596,44.910638786845965,31.869333265075998,-43.130666734924006,19.1215999590456,-30.878400040954403,3.1869333265075994,-16.8130666734924,RETENTION,44.910638786845965,100,0.4491063878684596,RETENTION
714337233,Attrited Customer,0.7536572813987732,0.6382459385226857,10294,61,1961,10388.0,0.189,2,RETENTION,638.2459385226857,144.30560966724477,44.30560966724477,31.91229692613429,-43.08770307386571,19.14737815568057,-30.85262184431943,3.191229692613429,-16.80877030738657,RETENTION,44.30560966724477,100,0.4430560966724476,RETENTION
714959358,Attrited Customer,0.780376672744751,0.6157731343631968,8045,71,2292,34516.0,0.066,3,RETENTION,615.7731343631968,144.1604969279874,44.1604969279874,30.78865671815984,-44.21134328184016,18.473194030895908,-31.52680596910409,3.0788656718159846,-16.921134328184017,RETENTION,44.1604969279874,100,0.4416049692798739,RETENTION
710162133,Attrited Customer,0.9857075810432434,0.4870084405236558,9134,77,1253,4725.0,0.265,3,ENGAGE,487.0084405236558,144.0143735568645,44.01437355686451,24.35042202618279,-50.64957797381721,14.610253215709674,-35.389746784290324,2.435042202618279,-17.56495779738172,RETENTION,44.01437355686451,100,0.4401437355686451,RETENTION
789817833,Attrited Customer,0.7917178273200989,0.6016313989761134,6793,60,2466,9073.0,0.272,3,RETENTION,601.6313989761134,142.896691213476,42.896691213476,30.08156994880567,-44.918430051194335,18.0489419692834,-31.9510580307166,3.008156994880567,-16.991843005119435,RETENTION,42.896691213476,100,0.42896691213476,RETENTION
708319908,Attrited Customer,0.9320530295372008,0.5063815128009694,8667,70,1473,4116.0,0.358,1,ENGAGE,506.3815128009695,141.59232693233233,41.59232693233233,25.319075640048474,-49.680924359951526,15.191445384029084,-34.80855461597092,2.531907564004848,-17.468092435995153,RETENTION,41.59232693233233,100,0.4159232693233232,RETENTION
719582058,Attrited Customer,0.8637495636940002,0.5456939058974472,9102,75,1629,24001.0,0.068,2,ENGAGE,545.6939058974472,141.40286193881843,41.40286193881843,27.28469529487236,-47.71530470512764,16.370817176923417,-33.62918282307658,2.7284695294872363,-17.271530470512765,RETENTION,41.40286193881843,100,0.4140286193881843,RETENTION
801380808,Attrited Customer,0.8632416129112244,0.5447757872482475,4847,49,2517,25894.0,0.097,2,ENGAGE,544.7757872482475,141.08193877774775,41.08193877774775,27.238789362412376,-47.76121063758762,16.343273617447426,-33.65672638255258,2.723878936241238,-17.27612106375876,RETENTION,41.08193877774775,100,0.4108193877774775,RETENTION
720531633,Attrited Customer,0.988114058971405,0.4719372426838767,2665,36,2517,3552.0,0.709,2,ENGAGE,471.9372426838767,139.89834733444152,39.89834733444152,23.59686213419384,-51.40313786580616,14.158117280516302,-35.8418827194837,2.359686213419384,-17.640313786580617,RETENTION,39.89834733444152,100,0.3989834733444152,RETENTION
712662783,Attrited Customer,0.9939038157463074,0.4689996661844887,2577,57,2517,3793.0,0.664,2,ENGAGE,468.9996661844887,139.8421673413523,39.84216734135231,23.44998330922444,-51.55001669077557,14.06998998553466,-35.93001001446534,2.344998330922444,-17.655001669077556,RETENTION,39.84216734135231,100,0.3984216734135231,RETENTION
794719983,Attrited Customer,0.9971217513084412,0.4670592524521912,2576,42,2505,2616.0,0.958,2,ENGAGE,467.0592524521912,139.71448193098206,39.71448193098206,23.352962622609564,-51.64703737739043,14.011777573565736,-35.98822242643426,2.3352962622609565,-17.664703737739043,RETENTION,39.71448193098206,100,0.3971448193098206,RETENTION
716136333,Attrited Customer,0.9812424182891846,0.4739401357516413,2725,41,2517,4212.0,0.598,2,ENGAGE,473.94013575164126,139.51504947877345,39.51504947877345,23.697006787582065,-51.30299321241793,14.21820407254924,-35.78179592745076,2.3697006787582064,-17.630299321241793,RETENTION,39.51504947877345,100,0.3951504947877345,RETENTION
716279508,Attrited Customer,0.9863220453262328,0.4710693223545121,2639,46,2517,3430.0,0.734,3,ENGAGE,471.0693223545121,139.38781725454345,39.38781725454345,23.553466117725605,-51.4465338822744,14.132079670635363,-35.86792032936464,2.3553466117725605,-17.64465338822744,RETENTION,39.38781725454345,100,0.3938781725454345,RETENTION
718863258,Attrited Customer,0.9979591369628906,0.4651941693557361,2463,38,2517,3881.0,0.649,2,ENGAGE,465.1941693557361,139.27343153112574,39.27343153112574,23.25970846778681,-51.74029153221319,13.955825080672083,-36.04417491932792,2.325970846778681,-17.67402915322132,RETENTION,39.27343153112574,100,0.3927343153112573,RETENTION
768243858,Attrited Customer,0.9789405465126038,0.473673083342606,2717,46,2517,3288.0,0.766,4,ENGAGE,473.673083342606,139.10933612271626,39.10933612271626,23.6836541671303,-51.3163458328697,14.21019250027818,-35.78980749972182,2.36836541671303,-17.63163458328697,RETENTION,39.10933612271626,100,0.3910933612271626,RETENTION
718711158,Attrited Customer,0.9809215664863586,0.4724379659508179,2680,51,2517,3841.0,0.655,2,ENGAGE,472.4379659508179,139.02737688843158,39.027376888431576,23.62189829754089,-51.37810170245911,14.173138978524538,-35.826861021475466,2.3621898297540898,-17.63781017024591,RETENTION,39.027376888431576,100,0.3902737688843157,RETENTION
708809283,Attrited Customer,0.9987553358078004,0.463558473350395,2414,28,2517,10360.0,0.243,3,ENGAGE,463.558473350395,138.8944496152875,38.8944496152875,23.17792366751975,-51.82207633248025,13.90675420051185,-36.09324579948815,2.317792366751975,-17.682207633248026,RETENTION,38.8944496152875,100,0.3889444961528749,RETENTION
779055033,Attrited Customer,0.7255838513374329,0.6374486450852352,8104,64,2416,8256.0,0.293,2,RETENTION,637.4486450852353,138.756732879232,38.756732879232,31.872432254261767,-43.12756774573823,19.12345935255706,-30.87654064744294,3.187243225426177,-16.812756774573824,RETENTION,38.756732879232,100,0.38756732879232,RETENTION
711871758,Attrited Customer,0.9880310893058776,0.4659953265828419,2487,39,2517,2905.0,0.866,2,ENGAGE,465.9953265828418,138.12536104052802,38.12536104052802,23.29976632914209,-51.70023367085791,13.979859797485256,-36.020140202514746,2.3299766329142098,-17.67002336708579,RETENTION,38.12536104052802,100,0.3812536104052802,RETENTION
787747308,Attrited Customer,0.9870982766151428,0.4662289974407477,2494,39,2517,3468.0,0.726,3,ENGAGE,466.2289974407477,138.06415196453037,38.06415196453037,23.311449872037382,-51.68855012796261,13.986869923222432,-36.01313007677757,2.331144987203739,-17.66885501279626,RETENTION,38.06415196453037,100,0.3806415196453037,RETENTION
789497283,Attrited Customer,0.9013495445251464,0.5095585514219343,7572,56,1723,34162.0,0.05,3,ENGAGE,509.5585514219343,137.78711046991614,37.78711046991614,25.477927571096718,-49.522072428903286,15.28675654265803,-34.713243457341974,2.547792757109672,-17.452207242890328,RETENTION,37.78711046991614,100,0.3778711046991614,RETENTION
780720258,Attrited Customer,0.9712693691253662,0.4725714921553355,2684,39,2517,3489.0,0.721,2,ENGAGE,472.5714921553355,137.69826451570367,37.69826451570367,23.628574607766776,-51.37142539223322,14.177144764660063,-35.82285523533994,2.3628574607766777,-17.637142539223323,RETENTION,37.69826451570367,100,0.3769826451570367,RETENTION
778191933,Attrited Customer,0.9969999194145204,0.4599198842772894,2305,42,2517,7135.0,0.353,3,ENGAGE,459.91988427728944,137.56202626847792,37.56202626847792,22.995994213864478,-52.00400578613552,13.797596528318683,-36.20240347168132,2.299599421386448,-17.700400578613554,RETENTION,37.56202626847792,100,0.3756202626847792,RETENTION
809464608,Attrited Customer,0.9694609642028807,0.4728051630132414,2691,42,2517,34516.0,0.073,3,ENGAGE,472.8051630132414,137.50984476447516,37.50984476447516,23.64025815066207,-51.35974184933793,14.184154890397242,-35.81584510960276,2.3640258150662072,-17.635974184933794,RETENTION,37.50984476447516,100,0.3750984476447516,RETENTION
789412458,Attrited Customer,0.837735116481781,0.5468454434182709,4909,52,2517,23026.0,0.109,3,ENGAGE,546.8454434182709,137.4334893718609,37.4334893718609,27.342272170913542,-47.65772782908645,16.405363302548125,-33.594636697451875,2.734227217091355,-17.265772782908645,RETENTION,37.4334893718609,100,0.374334893718609,RETENTION
712623258,Attrited Customer,0.9956486821174622,0.4588182930900189,2272,42,2517,5505.0,0.457,3,ENGAGE,458.8182930900189,137.04654865393826,37.04654865393826,22.940914654500947,-52.05908534549906,13.764548792700566,-36.23545120729944,2.294091465450095,-17.705908534549906,RETENTION,37.04654865393826,100,0.3704654865393826,RETENTION
712841883,Attrited Customer,0.7345155477523804,0.6218204072549238,7155,66,2517,34516.0,0.073,3,RETENTION,621.8204072549238,137.02102711153756,37.02102711153756,31.091020362746196,-43.90897963725381,18.654612217647717,-31.345387782352287,3.10910203627462,-16.89089796372538,RETENTION,37.02102711153756,100,0.3702102711153756,RETENTION
712563408,Attrited Customer,0.99347585439682,0.4596194503171247,2296,46,2517,5600.0,0.449,1,ENGAGE,459.6194503171247,136.98624783036064,36.98624783036064,22.98097251585624,-52.01902748414376,13.78858350951374,-36.21141649048626,2.298097251585624,-17.701902748414376,RETENTION,36.98624783036064,100,0.3698624783036064,RETENTION
709581483,Attrited Customer,0.9847960472106934,0.4621898297540893,2373,53,2517,2984.0,0.843,2,ENGAGE,462.18982975408926,136.54881522084312,36.548815220843125,23.109491487704464,-51.89050851229554,13.865694892622678,-36.13430510737732,2.3109491487704465,-17.689050851229553,RETENTION,36.548815220843125,100,0.3654881522084312,RETENTION
708384033,Attrited Customer,0.9931361675262452,0.456712669193868,2466,39,2463,2745.0,0.897,3,ENGAGE,456.712669193868,136.07336098316398,36.07336098316398,22.8356334596934,-52.1643665403066,13.70138007581604,-36.29861992418396,2.2835633459693403,-17.71643665403066,RETENTION,36.07336098316398,100,0.3607336098316398,RETENTION
715445058,Attrited Customer,0.9565479755401612,0.4736063202403472,2715,45,2517,3547.0,0.71,4,ENGAGE,473.6063202403472,135.9081500486788,35.908150048678806,23.68031601201736,-51.31968398798264,14.208189607210414,-35.791810392789586,2.368031601201736,-17.631968398798264,RETENTION,35.908150048678806,100,0.359081500486788,RETENTION
718311933,Attrited Customer,0.9637463092803956,0.4693334816957828,2587,43,2517,3719.0,0.677,2,ENGAGE,469.3334816957829,135.69552324180864,35.695523241808644,23.466674084789144,-51.53332591521085,14.080004450873489,-35.91999554912651,2.3466674084789143,-17.653332591521085,RETENTION,35.695523241808644,100,0.3569552324180864,RETENTION
812218908,Attrited Customer,0.9425595998764038,0.4797485256481584,2899,51,2517,4065.0,0.619,3,ENGAGE,479.7485256481584,135.65747351286686,35.65747351286686,23.987426282407924,-51.01257371759208,14.392455769444751,-35.60754423055525,2.3987426282407927,-17.601257371759207,RETENTION,35.65747351286686,100,0.3565747351286685,RETENTION
780143283,Attrited Customer,0.963424563407898,0.4693517352283762,2678,37,2498,2701.0,0.925,3,ENGAGE,469.3517352283762,135.6554971791413,35.65549717914129,23.46758676141881,-51.53241323858119,14.080552056851287,-35.91944794314871,2.346758676141881,-17.65324132385812,RETENTION,35.65549717914129,100,0.3565549717914129,RETENTION
714127383,Attrited Customer,0.9896652102470398,0.4559140981417603,2185,48,2517,4431.0,0.568,3,ENGAGE,455.9140981417603,135.36069653761643,35.360696537616434,22.795704907088016,-52.204295092911984,13.67742294425281,-36.32257705574719,2.2795704907088017,-17.720429509291197,RETENTION,35.360696537616434,100,0.3536069653761643,RETENTION
712795833,Attrited Customer,0.9824427366256714,0.4587515299877601,2270,40,2517,5021.0,0.501,2,ENGAGE,458.7515299877601,135.20913256571663,35.20913256571663,22.937576499388005,-52.062423500612,13.7625458996328,-36.2374541003672,2.2937576499388004,-17.7062423500612,RETENTION,35.20913256571663,100,0.3520913256571663,RETENTION
718913358,Attrited Customer,0.955209493637085,0.4717369533771002,2659,43,2517,4225.0,0.596,3,ENGAGE,471.7369533771002,135.1822849095723,35.1822849095723,23.58684766885501,-51.413152331144985,14.152108601313008,-35.847891398687,2.358684766885501,-17.641315233114497,RETENTION,35.1822849095723,100,0.351822849095723,RETENTION
802247658,Attrited Customer,0.9901975393295288,0.4546367222084219,2599,43,2422,2699.0,0.897,5,ENGAGE,454.6367222084219,135.05404908588656,35.05404908588656,22.731836110421096,-52.2681638895789,13.639101666252657,-36.36089833374734,2.2731836110421098,-17.72681638895789,RETENTION,35.05404908588656,100,0.3505404908588656,RETENTION
720962208,Attrited Customer,0.9071266055107116,0.4960685896049293,4659,48,2250,2476.0,0.909,2,ENGAGE,496.0685896049293,134.99910473664173,34.999104736641726,24.803429480246464,-50.196570519753536,14.88205768814788,-35.11794231185212,2.4803429480246466,-17.519657051975354,RETENTION,34.999104736641726,100,0.3499910473664173,RETENTION
738899658,Attrited Customer,0.9654526114463806,0.4653610771113831,2468,43,2517,3120.0,0.807,2,ENGAGE,465.3610771113831,134.7852201488056,34.78522014880559,23.268053855569157,-51.73194614443085,13.960832313341491,-36.03916768665851,2.3268053855569155,-17.673194614443084,RETENTION,34.78522014880559,100,0.3478522014880559,RETENTION
721308033,Attrited Customer,0.9556471705436708,0.4700678758206298,2609,42,2517,3036.0,0.829,3,ENGAGE,470.0678758206298,134.76571064743752,34.765710647437515,23.50339379103149,-51.49660620896851,14.102036274618897,-35.8979637253811,2.3503393791031493,-17.64966062089685,RETENTION,34.765710647437515,100,0.3476571064743751,RETENTION
708190158,Attrited Customer,0.975817322731018,0.4603130138226854,2750,41,2426,2920.0,0.831,3,ENGAGE,460.31301382268543,134.75442383000967,34.75442383000967,23.015650691134272,-51.98434930886573,13.809390414680562,-36.19060958531944,2.3015650691134275,-17.698434930886574,RETENTION,34.75442383000967,100,0.3475442383000967,RETENTION
711691608,Attrited Customer,0.988636076450348,0.4541126128461987,2450,49,2450,2881.0,0.85,3,ENGAGE,454.1126128461987,134.68563354926454,34.68563354926454,22.705630642309934,-52.29436935769006,13.623378385385962,-36.37662161461404,2.270563064230994,-17.729436935769005,RETENTION,34.68563354926454,100,0.3468563354926454,RETENTION
721041483,Attrited Customer,0.9921329617500304,0.4508067208189607,2032,39,2517,13093.0,0.192,2,ENGAGE,450.8067208189608,134.17806213088036,34.17806213088036,22.54033604094804,-52.459663959051966,13.52420162456882,-36.47579837543118,2.254033604094804,-17.745966395905196,RETENTION,34.17806213088036,100,0.3417806213088036,RETENTION
715516458,Attrited Customer,0.979357898235321,0.4560082216492556,2602,43,2430,2705.0,0.898,3,ENGAGE,456.0082216492556,133.9785760597324,33.978576059732404,22.80041108246278,-52.19958891753722,13.680246649477668,-36.31975335052233,2.280041108246278,-17.719958891753723,RETENTION,33.978576059732404,100,0.339785760597324,RETENTION
